label,sentence
0,"but that does not mean they will come on roads and take law into their hands
"
2,"They have right to protest
"
2,"Enough protests have been held against the issue under discussion
"
2,"it has now become the centre of international attention
"
2,"emand of time and situation is that students should resume their studies
"
2,"Their attitude should be worthy to wake up the conscience of authorities
"
2,"very section of thought has welcomed it.
"
2,"every section of thought has welcomed it.
"
0,"Hopes of the people have been washed away
"
2,"BJP and its allied parties tried their best to revoke this Article
"
2,"upreme Court’s decision on the petition against Article 35/A, hearing for which is scheduled on April 9, would also be based on facts.
"
0,"two Army Generals have described violence as a futile exercise
"
2,"political circles would be congratulating both the Generals
"
0,"urging political leaders to come on dialogue table to resolve mutual issues without wasting any time
"
2,"Army Generals of India and Pakistan are fully aware of destructions caused by wa
"
2,"that present situation is more serious than the situation which had emerged after the killing of Burhan Wani.
"
0,"a large of number of people is with militants without any fear of death.
"
0,"People are highly passionate and nobody cares for results.
"
2,"Nobody is sensible enough to think that they can’t fight machine guns by stones.
"
0,"People are with militants
"
2,"forces have to fight against both militants and people.
"
1,"expansion of All Out Operation by launching operations at different places simultaneously creates possibility of deaths.
"
0,"but this factor is being ignored altogether
"
2,"Another option is that anti-militant operations should be planned in meticulous way to avoid any possibility of confrontation between people and forces
"
2,"he third option is to look at internal and external dimensions of Kashmir issue and take initiatives by which people could believe that Government is worried about this complex issue and its resolution.
"
2,"Atal Bihari Vajpayee is still being respected in Kashmir, because he made sincere efforts for the resolution of Kashmir
"
2,"the meeting also reviewed the present situation in Kashmir.
"
0,"that freedom of Kashmir from Indian occupation is writing on the wall,
"
0,"Indian rulers have been evading it due to fear of political death
"
0,"suppressing demand for freedom by using force won’t be useful for India
"
0,"Kashmiri youths have decided to embrace death while fighting against Indian forces.
"
0,"discriminatory attitude towards J&K
"
2,"initiate a process for removal of this law from the State,
"
0,"suffered lot in last 28 years due to this law
"
2,"the demand of the time is that this law should be removed from the State
"
0,"certain forces in Central Government failed these efforts.
"
0,"created hurdles in its revocation
"
2,"people of J&K would have got relief from this laws
"
0,"Mehbooba Mufti has again advocated its continuation.
"
0,"Kashmir issue is a long standing issue
"
2,"it should be resolved forever.
"
2,"t is important at this time to keep the difference aside and keep the struggle alive for fundamental rights of Kashmir.
"
2,"status of a Muslim is as a teacher and it is duty of every Muslim to find solution of every issue in the world in the light of religion
"
2,"rape murder case of Asifa of Kathua (Jammu) as prejudicial and venomous
"
0,"Muslims to leave the era
"
0,"Chandra Prakash Ganga in his speech called the rape and murder of Asifa as a routine incident.
"
0,"General Bipin Rawat that Kashmir issue can’t be solved by bullets hints at positive thinking towards real situation of Kashmir
"
2,"that solution of disputes between India and Pakistan, including Kashmir, lies in peaceful talks and that he is always ready to proceed ahead in this direction
"
0,"why collision on Line of Control and why intensified killings in Kashmir
"
0,"different political circles have been acting behind the scene
"
2,"a positive atmosphere could develop in the subcontinent
"
2,"they should make efforts to awaken political leadership and policy-makers of respective countries about it
"
2,"if they succeed in convincing them for resolution of issues through dialogue
"
0,"it is also a fact that if such efforts are meant only for time pass, then there is apprehension of damage instead of any benefit
"
0,"sincerity is needed in every step taken in this direction
"
0,"Army Chiefs should create feeling in their political leadership about damages of collision.
"
0,"Kashmir issue is being suppressed for the last 70 years by force,
"
2,"ongoing movement in Kashmir has neither communal temperament nor any prejudicial objective
"
2,"ovement is based on the principles and values of humanity
"
2,"which is being run for the resolution of Kashmir issue.
"
2,"demanding their right for which they have been struggling for last 70 years.
"
2,"The people of Kashmir are not agents of anybody
"
2,"hey are not running their movement at the behest of someone else
"
2,"directed its office bearers to remain active
"
2,"Moulana Dawoodi said that enemies of Muslims and anti-people elements should be given strict punishment.
"
0,"incident has trampled humanity.
"
